source,title,description,content,publishedAt,url,leaning,country_of_origin,sentiment_label,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,cluster,cluster_label,clean_text,summary
fox-news,Gavin Rossdale had 'out of body experience' as sons with Gwen Stefani began following in their footsteps,"Gavin Rossdale, who's partnered with PETA and their ""Adopt, Don't Shop"" campaign, beams with pride as sons Kingston and Zuma follow in his musical footsteps.","Gavin Rossdale
 could not be more proud of his children. 
In an exclusive interview with Fox News Digital, the musician who recently partnered with PETA for their ""Adopt, Don't Shop"" campaign opene… [+4477 chars]",2025-12-01T14:00:35Z,https://www.foxnews.com/entertainment/gavin-rossdale-had-out-body-experience-sons-gwen-stefani-began-following-footsteps,Right,USA,Positive,0.34,0.055,0.0,0.945,2,Topic_2,gavin rossdale could proud children exclusive interview fox news digital musician recently partnered peta adopt dont shop campaign opene chars,
fox-news,EU official warns 'impunity' for Russia would mark 'historic mistake of huge proportions',"European Union commissioner Michael McGrath declared that Russia must face accountability for its ""crimes,"" according to a Politico report","As President Donald Trump's administration aims to help broker peace between Russia and Ukraine, a European Union official asserted that Russia must face accountability for its ""crimes,"" according to… [+1615 chars]",2025-12-01T13:59:36Z,https://www.foxnews.com/world/eu-official-warns-impunity-russia-would-mark-historic-mistake-huge-proportions,Right,USA,Negative,-0.128,0.067,0.111,0.821,2,Topic_2,president donald trumps administration aims help broker peace russia ukraine european union official asserted russia must face accountability crimes according chars,
fox-news,Reporter's Notebook: Tennessee special election eyed as Trump referendum ahead of midterms,Tennessee special election tests Trump's influence as Democrat Aftyn Behn challenges GOP in a red district.,"Well know Wednesday morning if a special election in Tennessee is truly a referendum on country music, pedal taverns and bachelorettes.
Or, we can divine a deeper political meaning from the results … [+7545 chars]",2025-12-01T13:57:40Z,https://www.foxnews.com/politics/reporters-notebook-tennessee-special-election-eyed-trump-referendum-ahead-midterms,Right,USA,Positive,0.6908,0.218,0.0,0.782,2,Topic_2,well know wednesday morning special election tennessee truly referendum country music pedal taverns bachelorettes divine deeper political meaning results chars,
fox-news,"American teens call news media 'fake' and 'biased,' as 84% view it negatively, study finds","A new study revealed that 80% of American teens don't trust journalists to report unbiased news, as overall media trust hit historic lows nationwide earlier this year.","A study by the News Literary Project published in November found that American teens do not trust the media in the U.S., as 80% believe journalists fail to report information that is more unbiased th… [+2401 chars]",2025-12-01T13:43:56Z,https://www.foxnews.com/media/american-teens-call-news-media-fake-biased-84-view-negatively-study-finds,Right,USA,Negative,-0.7433,0.0,0.183,0.817,2,Topic_2,study news literary project published november found american teens trust media believe journalists fail report information unbiased chars,
fox-news,WWII vet becomes published songwriter at 101 with 'If Freedom was Free' | Fox News Video,World War II veteran Irving Locker joins 'Fox & Friends First' to discuss writing his song 'If Freedom was Free.',"©2025 FOX News Network, LLC. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. All market data delayed 20 minutes.",2025-12-01T13:32:16Z,https://www.foxnews.com/video/6385796513112,Right,USA,Positive,0.8979,0.31,0.082,0.608,2,Topic_2,fox news network llc rights reserved material may published broadcast rewritten redistributed market data delayed minutes,
fox-news,"Trump invites families of two National Guard members shot in DC to White House, plans to honor soldiers","Trump plans White House honor for National Guard soldiers shot in D.C., including Sarah Beckstrom, who died of her injuries, and Andrew Wolfe, who remains critical.","President Donald Trump said Sunday that he spoke with the families of the two National Guardsmen shot last week in Washington, D.C. telling the parents of 20-year-old Sarah Beckstrom, who died from h… [+2359 chars]",2025-12-01T13:31:36Z,https://www.foxnews.com/us/trump-invites-families-two-national-guard-members-shot-dc-white-house-plans-honor-soldiers,Right,USA,Positive,0.128,0.122,0.113,0.765,4,Topic_4,president donald trump said sunday spoke families two national guardsmen shot last week washington telling parents yearold sarah beckstrom died chars,
fox-news,"Trump offers to release his October MRI results, insists scan wasn't of his brain",President Donald Trump offers to make public his medical imaging results from Walter Reed visit in October.,"President Donald Trump told reporters aboard Air Force One Sunday that he would release the results of an MRI he had done in October.
""If they want to release it, its OK with me to release it,"" Trum… [+1554 chars]",2025-12-01T13:09:42Z,https://www.foxnews.com/politics/trump-offers-release-his-october-mri-results-insists-scan-wasnt-his-brain,Right,USA,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,president donald trump told reporters aboard air force one sunday would release results mri done october want release release trum chars,
fox-news,Steelers star accuses Josh Allen of kneeing him in the stomach,Pittsburgh Steelers defensive lineman Cameron Heyward accused Buffalo Bills quarterback Josh Allen of kneeing him in his stomach during Sunday's game.,"Pittsburgh Steelers defensive lineman Cameron Heyward butted heads with Buffalo Bills quarterback Josh Allen during their Week 13 game on Sunday evening.
The two got nose-to-nose at one point after … [+1564 chars]",2025-12-01T13:06:29Z,https://www.foxnews.com/sports/steelers-star-accuses-josh-allen-kneeing-him-stomach,Right,USA,Negative,-0.5423,0.032,0.133,0.836,2,Topic_2,pittsburgh steelers defensive lineman cameron heyward butted heads buffalo bills quarterback josh allen week game sunday evening two got nosetonose one point chars,
fox-news,"Foreign terror labels curb ISIS, but US radicals face fewer limits online, study finds",New study reveals enforcement gap: foreign terrorist groups face restrictions while domestic extremist movements thrive unchecked on mainstream platforms.,"Extremist groups in America are exploiting social medias chaos and cashing in on it, as violent rhetoric spreads faster than platforms can contain it, according to a new report and security experts w… [+3962 chars]",2025-12-01T13:00:54Z,https://www.foxnews.com/us/foreign-terror-labels-curb-isis-but-us-radicals-face-fewer-limits-online-study-finds,Right,USA,Negative,-0.8674,0.0,0.22,0.78,2,Topic_2,extremist groups america exploiting social medias chaos cashing violent rhetoric spreads faster platforms contain according new report security experts chars,
fox-news,"Communal dining makes Gen Z comeback, but older guests push back on 'chaotic' trend",Older diners push back as Gen Z revives communal dining restaurant tables to connect with strangers after the isolation of the pandemic. Experts weigh in on the eating trend.,"Gen Z is bringing back a controversial dining trend, a new report found, as the generation seeks connection in an increasingly digital world. 
Members of the generation born between 1997 and 2012 ar… [+4997 chars]",2025-12-01T13:00:24Z,https://www.foxnews.com/food-drink/communal-dining-makes-gen-z-comeback-older-guests-push-back-chaotic-trend,Right,USA,Neutral,-0.0387,0.074,0.077,0.849,2,Topic_2,gen bringing back controversial dining trend new report found generation seeks connection increasingly digital world members generation born chars,
fox-news,"Democratic consultant says 'AOC of Tennessee' not a 'serious' candidate, warns party losing grip on extremists","Tennessee's 7th Congressional District race heats up as Democratic consultant calls progressive candidate Aftyn Behn ""extreme"" amid growing controversy.","Democratic consultant Julian Epstein called out Aftyn Behn, the ""AOC of Tennessee,"" on Sunday, insisting the progressive vying to succeed Rep. Mark Green is ""not a very serious candidate.""
""She's ce… [+2632 chars]",2025-12-01T12:57:10Z,https://www.foxnews.com/media/democratic-consultant-says-aoc-tennessee-not-serious-candidate-warns-party-losing-grip-extremists,Right,USA,Positive,0.2723,0.149,0.068,0.783,2,Topic_2,democratic consultant julian epstein called aftyn behn aoc tennessee sunday insisting progressive vying succeed rep mark green serious candidate shes chars,
fox-news,NFL taps Black national anthem performer for Super Bowl LX,"The NFL announced more of its entertainment lineup for Super Bowl LIX in February, including the performer who will sing the Black national anthem.","The NFL announced on Sunday that Coco Jones was tapped to play the Black national anthem at Super Bowl LX, which will take place on Feb. 8 at Levis Stadium in Santa Clara, California.
Jones is a sin… [+1795 chars]",2025-12-01T12:37:14Z,https://www.foxnews.com/sports/nfl-taps-black-national-anthem-performer-super-bowl-lx,Right,USA,Positive,0.8971,0.26,0.0,0.74,3,Topic_3,nfl announced sunday coco jones tapped play black national anthem super bowl take place feb levis stadium santa clara california jones sin chars,
fox-news,Browns players rip 49ers wide receiver over 'demeaning and disparaging' comments during game,San Francisco 49ers wide receiver Juan Jennings drew ire of Cleveland Browns defensive linemen Myles Garrett and Shelby Harris on Sunday.,"Cleveland Browns defensive linemen ripped San Francisco 49ers wide receiver Jauan Jennings following their matchup on Sunday afternoon.
Shelby Harris and Jennings had a heated moment when Browns def… [+2134 chars]",2025-12-01T12:36:48Z,https://www.foxnews.com/sports/browns-players-rip-49ers-wide-receiver-over-demeaning-disparaging-comments-during-game,Right,USA,Negative,-0.4767,0.03,0.088,0.882,2,Topic_2,cleveland browns defensive linemen ripped san francisco ers wide receiver jauan jennings following matchup sunday afternoon shelby harris jennings heated moment browns def chars,
